XM_012316519.2	LOC100649911
XM_012310635.1	LOC100649079
XM_012310647.1	LOC100649079
XM_012310620.1	LOC100649079
XM_012310639.1	LOC100649079
XM_012310629.1	LOC100649079
XM_012310581.1	LOC100649079
XM_012310607.2	LOC100649079
XM_012310616.2	LOC100649079
XM_012310578.2	LOC100649200
XM_012310665.2	LOC100646093
XM_003393162.3	LOC100646215
XM_012310679.2	LOC100646331
XM_020863216.1	LOC100646575
XR_002307712.1	LOC105665953
XM_012310702.2	LOC100646455
XM_020863107.1	LOC100646892
XM_003393167.3	LOC100646892
XM_012310728.2	LOC100649436
XM_012310723.2	LOC100649436
XM_003393168.3	LOC100647010
XM_020863110.1	LOC100647132
XM_003393169.3	LOC100647250
XM_012310755.2	LOC100647250
XM_020863134.1	LOC100647489
XM_020863148.1	LOC100647489
XM_020863130.1	LOC100647489
XM_020863146.1	LOC100647489
XM_012310772.2	LOC100647489
XM_012310780.2	LOC100647489
XM_012310762.2	LOC100647489
XM_020863144.1	LOC100647489
XM_012310787.2	LOC100647489
XR_131805.2	LOC100643721
XR_001098904.2	LOC100643721
XM_003393298.3	LOC100643517
XM_020863353.1	LOC100649986
XM_020863351.1	LOC100649986
XM_012310836.2	LOC100650107
XM_012310847.2	LOC100644474
XM_012310868.2	LOC100644474
XM_020863366.1	LOC100644474
XM_012310859.2	LOC100644474
XM_012310852.2	LOC100644474
XM_020863376.1	LOC105665984
XM_012310890.2	LOC100645618
XM_012310883.2	LOC100646852
XM_003393248.3	LOC100646852
XM_012310904.2	LOC100647923
XM_003393267.3	LOC100649126
XR_002307761.1	LOC110119348
XR_002307760.1	LOC110119348
XR_002307759.1	LOC110119348
XR_002307762.1	LOC110119348
XM_012310919.2	LOC100650471
XM_020863381.1	LOC100650471
XM_020863390.1	LOC100650471
XR_002307756.1	LOC100650471
XM_020863408.1	LOC100651311
XM_020863415.1	LOC100651311
XM_003393281.3	LOC100651311
XM_003393289.3	LOC100642236
XM_003393288.3	LOC100642236
XM_012310949.2	LOC100642236
XM_012310961.2	LOC100642676
XR_002307684.1	LOC110119284
XM_003393293.3	LOC100642915
XM_020868678.1	LOC100650232
XM_003393295.3	LOC100643150
XM_003393292.3	LOC100642795
XM_003393286.3	LOC100652029
XM_012311003.2	LOC100652029
XM_012311012.1	LOC105665991
XM_003393296.2	LOC100643273
XM_012311036.1	LOC100643273
XM_020866045.1	LOC105665993
XM_012311023.2	LOC105665993
XM_012312160.2	LOC105666091
XM_020863276.1	LOC105666091
XR_002308465.1	LOC110119944
XM_020866907.1	LOC110119925
XM_020866875.1	LOC100643794
XR_002308472.1	LOC110119944
XR_002308469.1	LOC110119944
XM_012311073.2	LOC100643794
XR_002308462.1	LOC105665998
XR_002308457.1	LOC105665998
XR_002308459.1	LOC105665998
XR_001098934.2	LOC105665998
XM_012311047.2	LOC100643794
XM_012311055.2	LOC100643794
XM_012311042.2	LOC100643794
XM_012311102.2	LOC105665999
XM_012311117.2	LOC100643921
XM_003393301.3	LOC100644048
XM_012311133.2	LOC100644280
XM_003393303.3	LOC100644280
XM_020863506.1	LOC100644388
XM_012311221.2	LOC100644388
XM_003393304.3	LOC100644388
XM_020863498.1	LOC100644388
XM_012311200.2	LOC100644160
XR_002307787.1	LOC110119374
XR_002307788.1	LOC110119375
XM_003393305.3	LOC100644509
XM_012311180.2	LOC100650713
XM_012311172.2	LOC105666007
XM_003393307.3	LOC100644630
XM_012311149.2	LOC100644630
XM_012311154.2	LOC100644630
XM_012311160.2	LOC100644630
XM_003393306.3	LOC100644630
XM_020863533.1	LOC105666094
XM_012311228.2	LOC100650834
XM_020863785.1	LOC100650834
XR_002307877.1	LOC100650834
XM_020863786.1	LOC100650834
991	TRNAL-UAA	
XM_003393309.3	LOC100644953
XM_012311233.2	LOC100644953
XM_012311244.2	LOC100644953
XM_020863311.1	LOC100644953
XM_012311254.2	LOC100650949
XM_020862674.1	LOC110119209
XM_003393314.3	LOC100645514
XM_012311294.2	LOC100645181
XM_003393311.3	LOC100645181
XM_012311297.2	LOC100645181
XM_012311309.2	LOC100645181
XM_012311302.2	LOC100645181
XM_020864522.1	LOC100645181
XR_002308035.1	LOC110119562
XR_002308036.1	LOC110119562
XR_002308037.1	LOC110119562
XM_003393313.3	LOC100645309
XM_003393312.3	LOC100645309
XM_020864486.1	LOC100645619
XM_012311317.2	LOC100645619
XM_003393315.3	LOC100645619
XM_012311332.2	LOC100645619
XM_012311326.2	LOC100645619
XM_012311342.2	LOC100645741
XR_002308024.1	LOC110119560
XR_002308029.1	LOC110119560
XR_002308022.1	LOC110119560
XM_020868687.1	LOC100651187
XM_012311352.2	LOC100646095
XM_003393230.3	LOC100644592
XM_012311401.2	LOC100644356
XM_003393228.3	LOC100644356
XM_003393226.3	LOC100644117
XM_012311383.2	LOC100644239
XR_001098955.2	LOC105666023
XM_012311437.2	LOC100644710
XM_003393231.3	LOC100644710
XM_012311414.2	LOC100644710
XM_012311429.2	LOC100644710
XM_012312205.1	LOC105666096
XM_012312214.2	LOC100651550
XM_012312224.2	LOC100644835
XM_003393233.2	LOC100644952
XM_012311453.1	LOC100645068
XR_001098959.1	LOC100645068
XM_003393234.3	LOC100645068
XM_003393235.3	LOC100645180
XM_012311512.2	LOC100645432
XM_012311490.2	LOC100645432
XM_012311501.2	LOC100645432
XM_003393236.3	LOC100645308
XM_020863682.1	LOC100645308
XM_003393239.3	LOC100645740
XM_012311537.2	LOC105665612
XM_012311544.2	LOC105665612
XM_012311551.2	LOC100645859
XM_020863710.1	LOC100645975
XM_012311629.1	LOC100646282
XM_012311650.1	LOC100646282
XM_012311645.1	LOC100646282
XM_012311621.2	LOC100646282
XM_003393244.3	LOC100646282
XM_012311612.2	LOC100646282
XM_012311589.1	LOC100645975
XM_003393241.2	LOC100645975
XM_012311558.2	LOC100646094
XM_003393242.3	LOC100646094
XM_012311572.2	LOC100646094
XM_012311666.2	LOC100646492
XM_020863717.1	LOC100646492
XM_020863718.1	LOC100646492
XM_003393284.3	LOC100651669
XM_020865415.1	LOC100651669
XM_020865414.1	LOC100651669
XM_020865405.1	LOC100646612
XM_020865417.1	LOC100646730
XM_003393247.3	LOC100646730
XM_003393285.3	LOC100651788
1070	TRNAF-GAA	
XM_003393249.3	LOC100646973
XM_012311719.2	LOC100646973
XM_020865435.1	LOC100651910
XM_012311736.2	LOC100647090
XM_012311758.2	LOC100647449
XM_012311788.2	LOC100647449
XM_012311744.2	LOC100647449
XM_012311751.2	LOC100647449
XM_012311765.2	LOC100647449
XM_012311786.2	LOC100647449
XM_012311811.2	LOC100647686
XM_003393254.3	LOC100647686
XM_020865454.1	LOC100647210
XM_003393250.3	LOC100647210
XM_012311825.2	LOC100647210
XM_012311832.2	LOC100647210
XM_012311835.2	LOC100647210
XM_020865461.1	LOC100647210
XM_003393253.3	LOC100647565
XM_012311861.2	LOC100647801
XM_003393255.3	LOC100647801
XM_003393251.3	LOC100647327
XM_012311880.2	LOC100647327
XM_012311873.2	LOC100647327
XM_020865487.1	LOC100647327
XM_003393257.3	LOC100648044
XM_003393258.3	LOC100648156
XM_020865504.1	LOC100652151
XM_012311921.2	LOC100648665
XM_012311956.2	LOC100648270
XM_012311969.2	LOC100648270
XM_012311963.2	LOC100648270
XM_003393260.3	LOC100648270
XM_003393259.3	LOC100648270
XM_003393262.2	LOC100648544
XM_020868576.1	LOC100648778
XM_020868577.1	LOC100648778
XM_020868580.1	LOC100648778
XM_020868582.1	LOC100648778
XR_001098986.2	LOC105666067
XM_012312017.2	LOC100648892
XM_012312007.2	LOC100648892
XM_003393265.3	LOC100648892
XR_001098985.2	LOC105666067
XR_002308978.1	LOC110120346
XM_012312024.2	LOC100649014
XM_003393268.3	LOC100649246
XM_012312042.2	LOC100649366
XM_003393269.3	LOC100649366
XM_020868609.1	LOC100649487
XM_003393270.3	LOC100649487
XM_020868613.1	LOC100649487
XM_020868616.1	LOC100649487
XM_012312047.2	LOC100649682
XM_012312074.2	LOC105666086
XM_020868623.1	LOC105666086
XM_012312080.2	LOC100652269
XM_012312126.2	LOC100649795
XM_003393272.3	LOC100649795
XM_012312245.1	LOC105666106
XM_012312255.1	LOC105666107
XM_012312106.2	LOC100642436
XM_012312101.2	LOC100642436
XR_001098997.2	LOC100642436
XM_012312087.2	LOC100642436
XM_020867810.1	LOC100642436
XM_012312136.2	LOC105666090
XM_003393290.2	LOC100642554
XM_003393321.3	LOC100646370
XM_012312282.2	LOC100646370
XR_001099010.2	LOC100646493
XM_003393322.3	LOC100646493
XM_003393348.3	LOC100649913
XR_001099009.1	LOC100649913
XM_012312307.2	LOC100649913
XM_003393324.3	LOC100646731
XM_003393323.3	LOC100646613
XM_003393325.3	LOC100646853
XM_020865839.1	LOC100646853
XM_003393327.2	LOC100646853
XM_012312344.1	LOC100646853
XM_003393326.3	LOC100646853
XM_012312353.2	LOC100647133
XR_002307666.1	LOC110119255
XR_002307668.1	LOC110119255
XM_003393328.3	LOC100647251
XM_020862877.1	LOC110119162
XM_003393329.3	LOC100647368
XM_003393331.3	LOC100647566
XM_012312407.2	LOC100647924
XM_003393334.3	LOC100647924
XM_003393340.3	LOC100648545
XM_020862886.1	LOC100647924
XM_020862888.1	LOC100647924
XM_003393349.3	LOC100650025
XM_020862956.1	LOC100647687
XM_012312428.2	LOC100648350
XM_012312434.2	LOC105666120
XM_003393337.3	LOC100648234
XM_012312455.2	LOC100647802
XM_012312466.2	LOC100647802
XM_003393335.3	LOC100648045
XM_003393336.3	LOC100648045
XM_003393345.3	LOC100649163
XM_003393344.3	LOC100649045
XM_003393343.3	LOC100648926
XM_020865096.1	LOC100650142
XR_002308115.1	LOC100650142
XM_020865099.1	LOC100650142
XM_020865090.1	LOC100650142
XM_020865093.1	LOC100650142
XM_020865104.1	LOC100650142
XM_020865107.1	LOC100650142
XM_020865133.1	LOC110119637
XM_020865118.1	LOC110119634
XR_002308117.1	LOC110119634
XM_003393346.3	LOC100649612
XM_003393347.3	LOC100649796
XM_012312542.2	LOC100649796
XR_002307793.1	LOC110119378
XM_020863546.1	LOC100650513
XM_003393353.3	LOC100650513
XM_012313045.2	LOC105666170
XM_020863265.1	LOC100644389
XM_020863268.1	LOC100644389
XM_012313012.2	LOC100644389
XM_020868717.1	LOC100644281
XM_012313004.2	LOC100650873
XM_020862602.1	LOC100643963
XM_003393380.3	LOC100643963
XM_012312977.2	LOC100650755
XM_012312987.2	LOC100650755
XM_020865329.1	LOC100650755
XM_012312933.2	LOC100650755
XM_012312940.2	LOC100650755
XM_012312949.2	LOC100650755
XM_012312926.2	LOC100650755
XM_003393355.3	LOC100650755
XM_012312969.2	LOC100650755
XM_012312958.2	LOC100650755
XM_012312903.2	LOC100643518
XM_012312909.2	LOC100643518
XM_012312916.2	LOC100643518
XM_003393377.3	LOC100643518
XM_012312897.2	LOC100643518
XM_020868405.1	LOC100643231
XR_131813.3	LOC100643435
XM_020868394.1	LOC100643231
XR_002308933.1	LOC100643231
XM_020868398.1	LOC100643231
XM_020868412.1	LOC100643231
XM_020868413.1	LOC100643231
XM_020868401.1	LOC100643231
XR_002308938.1	LOC100643231
XM_020868396.1	LOC100643231
XM_020868397.1	LOC100643231
XM_003393375.3	LOC100643030
XM_012312860.2	LOC100643030
XM_003393373.2	LOC100642916
XM_003393369.2	LOC100642393
XM_003393372.2	LOC100642796
XM_012312830.1	LOC100642677
XM_003393371.2	LOC100642677
XM_012312812.2	LOC100642275
XM_012313030.1	LOC105665626
XM_012312804.2	LOC100652305
XM_003393367.3	LOC100652305
XM_020867462.1	LOC100652305
XR_002308216.1	LOC100652103
XM_012312751.2	LOC100652103
XM_012312757.2	LOC100652103
XM_003393366.3	LOC100652103
XM_012312762.1	LOC100651866
XM_020865626.1	LOC100651866
XM_020865621.1	LOC100651866
XM_012312792.2	LOC100651981
XM_012312786.2	LOC100651981
XR_131811.3	LOC100651789
XM_003393362.3	LOC100651670
XM_020862967.1	LOC100651670
XM_020862963.1	LOC100651551
XM_003393361.3	LOC100651551
XM_012312714.2	LOC100651551
XM_020863825.1	LOC105666147
XR_002307891.1	LOC110119427
XM_020863831.1	LOC105666147
XM_020863823.1	LOC105666147
XM_003393360.3	LOC100651432
XM_012312689.2	LOC105666143
XM_012312672.2	LOC100651188
XM_012312674.2	LOC100651188
XM_003393358.3	LOC100651188
XM_003393359.3	LOC100651312
XM_012312666.2	LOC100651312
XM_020864424.1	LOC100644874
XM_012312631.2	LOC100644874
XM_020864426.1	LOC100644874
XM_012312628.2	LOC100644874
XM_012312642.2	LOC100644874
1270	TRNAM-CAU	
XM_012312622.2	LOC100650993
XM_012312611.2	LOC100644748
XM_003393385.3	LOC100644510
XM_003393379.3	LOC100643840
XR_001099029.2	LOC100643840
XM_020867651.1	LOC100643722
XM_020862605.1	LOC110119190
XM_003393390.3	LOC100645113
XM_012313063.2	LOC100645113
XM_012313067.2	LOC100645113
XM_012313078.2	LOC100645233
XM_012313082.1	LOC100645233
XM_012313071.1	LOC100645233
XM_012314118.1	LOC105666275
XM_020862607.1	LOC110119193
XM_020863089.1	LOC100645583
XM_003393392.3	LOC100645583
XM_020863099.1	LOC100645583
XM_020863085.1	LOC100645583
XM_020863083.1	LOC100645583
XR_002307696.1	LOC100645478
XR_001099073.2	LOC100645478
XM_012313148.2	LOC100645820
XM_012313143.2	LOC100645820
XM_003393396.3	LOC100645820
XM_012313154.2	LOC100645820
XM_003393395.3	LOC100645701
XM_003393451.3	LOC100642394
XM_003393399.3	LOC100646168
XM_020865543.1	LOC100646168
XM_020865539.1	LOC100646168
XM_020865534.1	LOC100646168
XM_012313211.2	LOC100642511
XM_020865514.1	LOC100646052
XM_003393398.3	LOC100646052
XM_003393400.3	LOC100646283
XM_012313195.2	LOC100646283
XM_012313184.2	LOC100646283
XM_020864590.1	LOC100646402
XM_003393402.3	LOC100646402
XM_003393403.3	LOC100646614
XM_003393404.3	LOC100646732
XM_003393405.3	LOC100646854
XM_012313255.2	LOC100646854
XM_003393407.3	LOC100647054
XM_020864615.1	LOC100647369
XM_012313336.2	LOC100647369
XM_012313329.2	LOC100647369
XM_012313334.2	LOC100647369
XM_020864620.1	LOC100647369
XM_012313294.2	LOC100647172
XM_020864603.1	LOC100647172
XM_003393409.3	LOC100647172
XM_012313276.2	LOC100647172
XM_012313304.2	LOC100647172
XM_012313309.2	LOC100647172
XM_020862587.1	LOC100647490
XM_020862581.1	LOC100647490
XM_012313343.2	LOC100647490
XM_020864798.1	LOC110119166
XR_002308089.1	LOC100642627
XM_020864820.1	LOC100642627
XM_020864837.1	LOC100642627
XM_020864876.1	LOC100642627
XM_020864895.1	LOC100642627
XM_012313355.2	LOC100647604
XM_003393413.3	LOC100647717
XM_003393414.3	LOC100647835
XR_001099100.2	LOC105666208
XM_012313412.2	LOC100647956
XM_012313433.2	LOC100647956
XM_012313418.2	LOC100647956
XM_012313426.2	LOC100647956
XM_020864907.1	LOC100647956
XM_020864884.1	LOC100642747
XM_003393454.3	LOC100642747
XM_020864887.1	LOC100642747
XM_020864891.1	LOC100642747
XM_012313402.2	LOC100642747
XM_020864898.1	LOC100648083
XM_020864896.1	LOC100648083
XM_012313473.2	LOC100648197
XM_012313481.2	LOC100648197
XM_012313488.2	LOC100648197
XM_012313466.2	LOC100648197
XM_012313491.2	LOC100648197
XM_012313450.2	LOC105666217
XR_001099109.2	LOC100648312
XM_020862610.1	LOC110119204
XM_003393419.3	LOC100648425
XM_012314127.1	LOC105666278
XM_012314139.1	LOC105666283
XM_012314150.2	LOC100648546
XM_003393421.3	LOC100648667
XM_012313546.2	LOC100648667
XM_012313551.2	LOC100648667
XM_012313554.2	LOC100648667
XM_020865260.1	LOC100649127
XM_020864830.1	LOC100643232
XM_020865280.1	LOC100643353
XM_003393455.2	LOC100643353
XR_002308147.1	LOC100643353
XM_003393422.2	LOC100648893
XM_012313522.2	LOC100649015
XM_003393423.3	LOC100649015
XM_020865254.1	LOC100649127
XM_003393426.3	LOC100649367
XM_012314222.2	LOC100649488
XM_003393424.3	LOC100649127
XM_020865266.1	LOC100649127
XM_020865269.1	LOC100649127
XM_020865270.1	LOC100649127
XR_002307703.1	LOC110119310
XM_020862699.1	LOC110119215
XM_020867918.1	LOC100649613
XM_020867906.1	LOC100649613
XM_020867995.1	LOC110120172
XM_020868025.1	LOC110120172
XM_003393429.3	LOC100649797
XR_002308806.1	LOC105666241
XR_002308839.1	LOC105666241
XR_002308816.1	LOC105666241
XR_002308830.1	LOC105666241
XR_002308810.1	LOC105666241
XR_002308833.1	LOC105666241
XR_001099131.2	LOC105666241
XM_020867863.1	LOC100649914
XR_002308772.1	LOC100649914
XM_012313642.2	LOC100643964
XR_002308019.1	LOC110119557
XM_003393433.3	LOC100650233
XM_012313655.2	LOC100650233
XM_012313663.2	LOC100650233
XR_002308020.1	LOC110119558
XM_020864461.1	LOC100650026
XM_020864443.1	LOC100650026
XM_020864439.1	LOC100650026
XM_020864459.1	LOC100650026
XM_020864464.1	LOC100650026
XM_020864455.1	LOC100650026
XM_020864437.1	LOC100650026
XM_012313686.2	LOC100650026
XM_012313707.2	LOC100650026
XM_012313697.2	LOC100650026
XM_020864467.1	LOC100650026
XM_012313720.2	LOC100650026
XM_012313726.2	LOC100650026
XM_020864432.1	LOC100650026
XM_012313810.2	LOC100650354
XM_012313802.2	LOC100650354
XM_012313819.2	LOC100650354
XM_012313798.2	LOC100650354
XR_002307686.1	LOC100650354
XM_012313772.2	LOC100650354
XM_012313765.2	LOC100650354
XM_020863016.1	LOC100650354
XM_020863023.1	LOC100650354
XM_020863017.1	LOC100650354
XM_012313787.2	LOC100650354
XM_012313760.2	LOC100650354
XM_020863035.1	LOC100650354
XM_020863038.1	LOC100650354
XM_012313823.2	LOC100650354
XR_001099140.2	LOC105666246
XR_001099138.2	LOC105666246
XM_020863053.1	LOC100650472
XM_003393434.3	LOC100650472
XM_012313855.2	LOC100650674
XM_012313844.2	LOC100650674
XM_003393436.3	LOC100650674
XM_012313851.2	LOC100650674
XM_020863659.1	LOC100644202
XM_020863663.1	LOC100644202
XM_003393457.2	LOC100644202
XM_012313865.2	LOC100650874
XM_012313874.2	LOC100650874
XM_012313879.2	LOC100650874
XM_012313891.2	LOC100650874
XM_012313898.2	LOC100650874
XM_012313885.2	LOC100650874
XR_001099158.2	LOC105666256
XM_012313922.1	LOC100644320
XM_012313918.2	LOC100644320
XM_012313914.2	LOC100644320
XM_012313927.2	LOC100644320
XM_012313943.2	LOC100644320
XM_012313951.2	LOC100644320
XM_012313955.2	LOC100644320
XM_012313970.2	LOC100644320
XM_012313964.2	LOC100644320
XM_003393438.3	LOC100650994
XM_003393439.3	LOC100651116
XM_020864005.1	LOC100651116
XM_003393441.3	LOC100651358
XM_012314015.2	LOC100651358
XM_012314023.2	LOC100651476
XM_003393447.3	LOC100652069
XM_003393448.3	LOC100652185
XM_003393445.3	LOC100651829
XM_003393443.2	LOC100651593
XM_020864051.1	LOC100651593
XM_012314105.2	LOC100651593
XM_012314110.2	LOC100651593
XM_012314063.2	LOC100651711
XM_012314094.2	LOC100651711
XM_012314086.2	LOC100651711
XM_012314093.2	LOC100651711
XM_012314068.2	LOC100651711
XM_012314074.2	LOC100651711
XM_020864064.1	LOC100651946
XM_012314054.2	LOC100651946
XM_003393465.3	LOC100645362
XM_003393460.3	LOC100644548
XM_003393461.3	LOC100644671
XM_012314367.2	LOC100644916
XM_012314362.2	LOC100644916
XM_012314356.2	LOC100644916
XM_012314373.2	LOC100644916
XM_012314279.2	LOC100645479
XR_001099185.2	LOC105666295
XR_001099186.2	LOC105666295
XM_020862614.1	LOC100644430
XM_012314312.2	LOC100644430
XR_001099188.2	LOC100644430
XM_003393469.3	LOC100645821
XM_003393468.3	LOC100645702
XM_003393467.2	LOC100645584
XM_003393463.3	LOC100645040
XM_003393464.3	LOC100645234
XM_020866396.1	LOC100650714
XM_003393497.3	LOC100649248
XM_003393495.3	LOC100648927
XM_012315296.2	LOC105666371
XM_012315310.2	LOC100648927
XM_003393494.3	LOC100648927
XM_020866777.1	LOC100650591
XM_012315267.2	LOC100648812
XM_003393493.3	LOC100648812
XM_003393492.3	LOC100648700
XM_003393491.3	LOC100648588
XM_012315250.2	LOC100648469
XM_003393490.3	LOC100648469
XM_012315233.2	LOC100648351
XM_003393489.3	LOC100648351
XM_012315226.2	LOC100648351
XM_003393488.3	LOC100648235
XM_003393486.3	LOC100648007
XM_003393487.3	LOC100648122
XM_012315183.2	LOC100647887
XM_012315191.2	LOC100647887
XM_020865689.1	LOC100647173
XM_012315138.2	LOC100647173
XM_020865688.1	LOC100647173
XM_003393484.3	LOC100647605
XM_012315166.2	LOC100647407
XM_003393483.3	LOC100647407
XM_012315169.2	LOC100647407
XM_012315177.2	LOC100647407
XM_020865694.1	LOC100647407
XM_020866397.1	LOC110119841
XM_012315133.2	LOC105666354
XM_012315123.2	LOC100646974
XM_003393478.3	LOC100646974
XM_012315106.2	LOC100646855
XR_001099230.2	LOC100646855
XM_003393476.3	LOC100646733
XM_012315085.2	LOC100646251
XM_012315062.2	LOC100646494
XM_012315059.2	LOC100646494
XR_002308932.1	LOC100646251
XM_012315039.2	LOC100646371
XM_003393471.3	LOC100646134
XM_003393541.3	LOC100645041
XM_012315019.1	LOC100650068
XM_003393503.3	LOC100650068
XM_012315001.2	LOC100644917
XM_012314991.2	LOC100644917
XM_020868393.1	LOC100644917
XM_003393540.3	LOC100644794
XM_020868395.1	LOC100644672
XM_003393539.3	LOC100644672
XM_012315403.1	LOC105666392
XM_003393538.3	LOC100644549
XM_012315395.2	LOC100644431
XM_003393536.3	LOC100644321
XM_012314929.2	LOC100644321
XM_012314944.2	LOC100644321
XM_012314949.2	LOC100644321
XM_012314937.2	LOC100644321
XM_003393533.3	LOC100643965
XM_003393535.3	LOC100644203
XM_012314900.2	LOC100643724
XM_012314886.2	LOC100643842
XM_012314881.2	LOC100643842
XM_012314832.1	LOC105666342
XM_020868313.1	LOC100643601
XM_020868310.1	LOC100643601
XM_020868315.1	LOC100643601
XM_020868317.1	LOC100643601
XM_020868309.1	LOC100643601
XM_003393527.3	LOC100643069
XM_012314872.2	LOC100643069
XM_020868305.1	LOC100643069
XR_002308917.1	LOC110120282
XM_012314820.1	LOC100643188
XM_020868322.1	LOC100643188
XM_003393528.3	LOC100643188
XM_012314814.2	LOC100643188
XM_003393526.2	LOC100642950
XM_012314789.2	LOC100642555
XM_003393523.3	LOC100642555
XR_001099218.2	LOC105666337
XM_020866299.1	LOC100642555
XR_002308325.1	LOC110119827
XM_012314771.2	LOC100642395
XM_020867660.1	LOC100642395
XM_012314760.2	LOC100642395
XM_012314732.2	LOC100642395
XM_012314764.2	LOC100642395
XM_012314776.2	LOC100642395
XM_020866413.1	LOC105666389
XM_003393521.3	LOC100642277
XM_020867080.1	LOC100642277
XM_012314728.2	LOC100642277
XM_020867283.1	LOC100652307
XM_020867285.1	LOC100652307
XM_012314682.2	LOC100652307
XM_012314674.2	LOC100652186
XR_002308930.1	LOC100651867
XM_003393516.3	LOC100651867
XM_020868381.1	LOC100651746
XM_012314659.2	LOC100651746
XM_020868380.1	LOC100651746
XM_020868382.1	LOC100651746
XM_020868383.1	LOC100651746
XM_003393514.2	LOC100651552
XM_012314625.2	LOC100651552
XM_012314629.2	LOC100651552
XM_012314610.2	LOC105666325
XM_020866442.1	LOC110119847
